run,label,transitions_million,elapsed_hours,reward_rolling_mean_200
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,14.00832,0.5978642739189995,14.59792691230774
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,14.25408,0.6082869135671192,14.680410785675049
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,14.49984,0.6185992421706518,14.839152283668518
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,14.7456,0.6288688647084766,15.095986647605896
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,14.99136,0.639087419576115,15.099360466003418
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,15.23712,0.6496274493137996,15.344175081253052
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,15.48288,0.6600172662734985,15.863885264396668
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,15.72864,0.6704448224438562,16.18506555080414
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,15.9744,0.6807910916540357,16.28471953392029
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,16.22016,0.6910291292932298,16.656116132736205
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,16.46592,0.701119220190578,17.0343673658371
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,16.71168,0.7113852491643694,17.066416249275207
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,16.95744,0.7216431518395742,17.402332525253296
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,17.2032,0.7318857016828325,17.422107458114624
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,17.44896,0.7421096981896295,17.47677136898041
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,17.69472,0.7522901542319191,17.666140451431275
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,17.94048,0.7629216370317671,17.63991771697998
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,18.18624,0.7730491795804766,17.52661497116089
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,18.432,0.7831123425563177,17.633833560943604
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,18.67776,0.7932548371288511,17.745802578926085
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,18.92352,0.803640353679657,17.7638831281662
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,19.16928,0.8138652774360445,17.877452864646912
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,19.41504,0.8240544642342461,17.725910062789918
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,19.6608,0.8342970804373423,17.73089015007019
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,19.90656,0.8444985899660322,17.825316162109374
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,20.15232,0.8546558117204243,17.933721227645876
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,20.39808,0.8648740388949712,17.88580666542053
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,20.64384,0.8749234212107129,17.943831152915955
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,20.8896,0.8850913023286395,17.841962890625
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,21.13536,0.8952792263031006,17.780578603744505
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,21.38112,0.9053661708037058,17.75295108795166
